model,place,strength,bertscore_prompt,bleu,bertscore_response,delta_log_prob,entropy_shift,activation_similarity
Q2.5-7B,global,0,0.9999999776482582,100.00000000000004,0.9999999515712261,0.0,0.0,1.00006103515625
Q2.5-7B,global,1,0.9722650311887264,46.74289093368648,0.936620220541954,1.01953125,-0.00621795654296875,0.988677978515625
Q2.5-7B,global,3,0.9413077868521214,42.98409139619429,0.921739723533392,9.169677734375,-0.02596282958984375,0.924163818359375
Q2.5-7B,global,5,0.9230962917208672,33.74758446174505,0.9028583206236362,8.44482421875,-0.017547607421875,0.917144775390625
Q2.5-7B,global,10,0.8859860487282276,28.486165050827392,0.8989842385053635,19.74169921875,0.0081787109375,0.81134033203125
Q2.5-7B,global,20,0.8447949290275574,26.065578341550122,0.8870702609419823,20.4169921875,-0.00335693359375,0.7744140625
Q2.5-7B,prefix,0,0.9999999776482582,100.00000000000004,0.9999999515712261,0.0,0.0,1.00006103515625
Q2.5-7B,prefix,1,0.9856720305979252,63.06392921719612,0.950431365519762,4.171630859375,-0.01967620849609375,0.98370361328125
Q2.5-7B,prefix,3,0.975361056625843,59.52487498709626,0.9496854692697525,5.308349609375,-0.01731109619140625,0.938995361328125
Q2.5-7B,prefix,5,0.9631140492856503,55.11155911336598,0.9397175461053848,3.067138671875,-0.02639007568359375,0.918609619140625
Q2.5-7B,prefix,10,0.9421805292367935,44.24520859306929,0.9267264604568481,4.340087890625,-0.0121002197265625,0.8956298828125
Q2.5-7B,prefix,20,0.9162498712539673,42.703546351117645,0.9262669049203396,2.2919921875,-0.01143646240234375,0.865203857421875
Q2.5-7B,suffix,0,0.9999999776482582,100.00000000000004,0.9999999515712261,0.0,0.0,1.00006103515625
Q2.5-7B,suffix,1,0.9823857732117176,66.00583317223206,0.9549649395048618,2.88818359375,-0.009613037109375,0.99444580078125
Q2.5-7B,suffix,3,0.9729068353772163,59.152775906506925,0.9433136656880379,3.2421875,-0.02324676513671875,0.984466552734375
Q2.5-7B,suffix,5,0.9597729779779911,53.2326514780436,0.9368319101631641,5.021728515625,-0.0399932861328125,0.971405029296875
Q2.5-7B,suffix,10,0.9403576329350471,46.684050754959955,0.9229376092553139,6.61767578125,-0.043060302734375,0.95086669921875
Q2.5-7B,suffix,20,0.9131251312792301,40.40072396511208,0.9097463190555573,9.78271484375,-0.06174468994140625,0.9130859375
